theta,tolerance,sample,text,kf_err_to_perturbed,kf_err_to_clean,skate_ratio,jerk,ground_pen,div_from_ref
0,0.2,15,a person is putting both hands to his face.,0.0141100799664855,0.0141100799664855,0.0,51.30535125732422,0.0,0.01707223430275917
0,0.05,0,a man walks forward with arms relatively stiff at sides.,0.025691770017147064,0.025691770017147064,0.08205128205128205,126.26274871826172,0.0,0.029413094744086266
0,0.05,1,"a person is boxing, jabbing mostly with his left hand.",0.03248819336295128,0.03248819336295128,0.020512820512820513,222.78903198242188,0.0,0.042205918580293655
0,0.05,2,a person slowly walked forward and right direction,0.18701978027820587,0.18701978027820587,0.2205128205128205,292.41015625,8.287687705887947e-06,0.20667290687561035
0,0.05,3,a person takes a big step backwards.,0.0859532579779625,0.0859532579779625,0.2512820512820513,127.20164489746094,0.0,0.09528692811727524
0,0.05,4,"from a standing position person leans their head down to their right slowly, in front of their chest then back up kind of like a snake.",0.011823839507997036,0.011823839507997036,0.0,48.65906524658203,0.0,0.014477618038654327
0,0.05,5,person picks up something on their left side and moves it to their right side,0.006999321281909943,0.006999321281909943,0.0,45.47306823730469,0.0,0.007825694046914577
0,0.05,6,a person gets down and crawls around the floor.a,0.12472476810216904,0.12472476810216904,0.05128205128205128,256.8770446777344,0.0007783893961459398,0.13817937672138214
0,0.05,7,a man movea his right hand as if to wipe down a tabletop.,0.012756507843732834,0.012756507843732834,0.0,60.98759841918945,0.0,0.017658082768321037
0,0.05,8,the person is making an arm gesture putting his arms up into the air,0.012222572229802608,0.012222572229802608,0.0,88.4603500366211,4.0114723560691345e-06,0.01553501095622778
0,0.05,9,a person walks a path that bends left.,0.07893752306699753,0.07893752306699753,0.11794871794871795,200.27923583984375,0.0,0.08963008224964142
0,0.05,10,a person is doing jumping jacks.,0.06574544310569763,0.06574544310569763,0.015384615384615385,257.88916015625,0.00012421036080922931,0.0763033777475357
0,0.05,11,a person walks forward and stops.,0.030526038259267807,0.030526038259267807,0.14871794871794872,154.03512573242188,0.0,0.03369508683681488
0,0.05,12,jumping forward quickly then stopping.,0.09345624595880508,0.09345624595880508,0.09230769230769231,284.7357177734375,0.0013666078448295593,0.11570603400468826
0,0.05,13,a person taking a huge diagonal step,0.09151384979486465,0.09151384979486465,0.1076923076923077,157.98886108398438,0.0,0.10132022947072983
0,0.05,14,"a man lifts his hands up in front his face and turns to his right, and then his left, and puts his hands back down.",0.012247789651155472,0.012247789651155472,0.0,46.600364685058594,0.0,0.01495277788490057
0,0.05,15,a person is putting both hands to his face.,0.016081470996141434,0.016081470996141434,0.0,49.50438690185547,0.0,0.01672346517443657
0,0.0,0,a man walks forward with arms relatively stiff at sides.,0.027842916548252106,0.027842916548252106,0.08205128205128205,123.6834945678711,0.0,0.03018828295171261
0,0.0,1,"a person is boxing, jabbing mostly with his left hand.",0.031083393841981888,0.031083393841981888,0.015384615384615385,224.65789794921875,0.0,0.03841625154018402
0,0.0,2,a person slowly walked forward and right direction,0.1881779134273529,0.1881779134273529,0.1794871794871795,243.2812042236328,1.0223451454294263e-06,0.19879929721355438
0,0.0,3,a person takes a big step backwards.,0.08166079223155975,0.08166079223155975,0.2153846153846154,139.0059814453125,0.0,0.08834828436374664
0,0.0,4,"from a standing position person leans their head down to their right slowly, in front of their chest then back up kind of like a snake.",0.012722877785563469,0.012722877785563469,0.0,48.044151306152344,0.0,0.01460981834679842
0,0.0,5,person picks up something on their left side and moves it to their right side,0.007893595844507217,0.007893595844507217,0.0,42.519710540771484,0.0,0.009105585515499115
0,0.0,6,a person gets down and crawls around the floor.a,0.13435596227645874,0.13435596227645874,0.05641025641025641,230.7655792236328,0.0007131843012757599,0.14028532803058624
0,0.0,7,a man movea his right hand as if to wipe down a tabletop.,0.01247457042336464,0.01247457042336464,0.0,59.15646743774414,0.0,0.016828572377562523
0,0.0,8,the person is making an arm gesture putting his arms up into the air,0.01294459868222475,0.01294459868222475,0.0,84.95939636230469,2.60998405110513e-07,0.015738874673843384
0,0.0,9,a person walks a path that bends left.,0.08064430952072144,0.08064430952072144,0.11794871794871795,189.9154510498047,0.0,0.08721726387739182
0,0.0,10,a person is doing jumping jacks.,0.0738721564412117,0.0738721564412117,0.05128205128205128,254.9480438232422,0.00020843293168582022,0.08181263506412506
0,0.0,11,a person walks forward and stops.,0.030020255595445633,0.030020255595445633,0.13846153846153847,133.73727416992188,0.0,0.031891465187072754
0,0.0,12,jumping forward quickly then stopping.,0.08879850804805756,0.08879850804805756,0.09743589743589744,263.3011779785156,0.0008316102321259677,0.10944448411464691
0,0.0,13,a person taking a huge diagonal step,0.09887951612472534,0.09887951612472534,0.11282051282051282,149.48275756835938,0.0,0.10507897287607193
0,0.0,14,"a man lifts his hands up in front his face and turns to his right, and then his left, and puts his hands back down.",0.012461012229323387,0.012461012229323387,0.0,52.03638458251953,0.0,0.014281576499342918
0,0.0,15,a person is putting both hands to his face.,0.016253802925348282,0.016253802925348282,0.0,49.27988815307617,0.0,0.016299011185765266
5,1.0,0,a man walks forward with arms relatively stiff at sides.,3.658479630352929e-10,0.04487744718790054,0.1794871794871795,380.5482177734375,2.5684926185931545e-06,0.04782363772392273
5,1.0,1,"a person is boxing, jabbing mostly with his left hand.",9.529459443768928e-10,0.04100681468844414,0.18974358974358974,420.1779479980469,4.455983071238734e-05,0.050916943699121475
5,1.0,2,a person slowly walked forward and right direction,2.0319765314802396e-10,0.044561129063367844,0.3230769230769231,1527.301025390625,0.00014406326226890087,0.1949523240327835
5,1.0,3,a person takes a big step backwards.,1.7991458323152187e-10,0.03936069831252098,0.3384615384615385,606.017333984375,2.3238779249368235e-05,0.0856095403432846
5,1.0,4,"from a standing position person leans their head down to their right slowly, in front of their chest then back up kind of like a snake.",6.796528340125008e-10,0.037947673350572586,0.13333333333333333,235.84832763671875,0.0002664468192961067,0.03324427455663681
5,1.0,5,person picks up something on their left side and moves it to their right side,7.415996150506032e-10,0.042752038687467575,0.17435897435897435,256.4725646972656,0.00032244037720374763,0.036983974277973175
5,1.0,6,a person gets down and crawls around the floor.a,4.715704271518462e-09,0.03961688280105591,0.11794871794871795,1020.350341796875,0.0014776248717680573,0.13174958527088165
5,1.0,7,a man movea his right hand as if to wipe down a tabletop.,7.407264801528868e-10,0.04018108546733856,0.09743589743589744,247.1028289794922,0.0003804389853030443,0.038398388773202896
5,1.0,8,the person is making an arm gesture putting his arms up into the air,9.241446496943695e-10,0.04353664070367813,0.1282051282051282,266.08892822265625,0.00030008290195837617,0.038217443972826004
5,1.0,9,a person walks a path that bends left.,2.1677890038596104e-10,0.042380671948194504,0.26666666666666666,734.9125366210938,0.00015498901484534144,0.09763441979885101
5,1.0,10,a person is doing jumping jacks.,1.177317465739236e-09,0.03969572111964226,0.13333333333333333,623.1148071289062,8.796741167316213e-05,0.08242449909448624
5,1.0,11,a person walks forward and stops.,2.010810129515761e-10,0.04348001629114151,0.2564102564102564,343.255859375,0.00041264441097155213,0.041935037821531296
5,1.0,12,jumping forward quickly then stopping.,9.360026087534834e-10,0.045085608959198,0.2717948717948718,815.8610229492188,0.0011764095397666097,0.11046995222568512
5,1.0,13,a person taking a huge diagonal step,3.305396789610171e-10,0.045589521527290344,0.3076923076923077,798.6495361328125,2.7930098440265283e-05,0.10654927790164948
5,1.0,14,"a man lifts his hands up in front his face and turns to his right, and then his left, and puts his hands back down.",4.445547818754392e-10,0.04217793792486191,0.14358974358974358,232.0374298095703,0.0005191541858948767,0.03520655632019043
5,1.0,15,a person is putting both hands to his face.,7.268863844167583e-10,0.03772507980465889,0.14358974358974358,254.45419311523438,0.0004587463045027107,0.030976179987192154
5,0.5,0,a man walks forward with arms relatively stiff at sides.,0.02127116359770298,0.04415510967373848,0.1076923076923077,227.55784606933594,0.0,0.0470983162522316
5,0.5,1,"a person is boxing, jabbing mostly with his left hand.",0.021017903462052345,0.03865312412381172,0.09743589743589744,311.43280029296875,1.873535893537337e-06,0.0505673848092556
5,0.5,2,a person slowly walked forward and right direction,0.1014593243598938,0.1097588762640953,0.3230769230769231,880.0961303710938,0.00013107906852383167,0.20547813177108765
5,0.5,3,a person takes a big step backwards.,0.040231842547655106,0.05576841160655022,0.31794871794871793,340.3274230957031,4.060338142153341e-06,0.0856890007853508
5,0.5,4,"from a standing position person leans their head down to their right slowly, in front of their chest then back up kind of like a snake.",0.015914397314190865,0.03308091685175896,0.020512820512820513,138.8900909423828,0.0001689115451881662,0.032919954508543015
5,0.5,5,person picks up something on their left side and moves it to their right side,0.0172529648989439,0.03830493614077568,0.06153846153846154,145.5218963623047,0.00022180571977514774,0.03568655997514725
5,0.5,6,a person gets down and crawls around the floor.a,0.06803600490093231,0.07891511172056198,0.07179487179487179,617.044189453125,0.0012317892396822572,0.1375117152929306
5,0.5,7,a man movea his right hand as if to wipe down a tabletop.,0.01534994039684534,0.03707684949040413,0.010256410256410256,148.37432861328125,0.000276732025668025,0.03787342458963394
5,0.5,8,the person is making an arm gesture putting his arms up into the air,0.016855638474225998,0.0384882315993309,0.020512820512820513,167.5684356689453,0.00017535070946905762,0.03711521625518799
5,0.5,9,a person walks a path that bends left.,0.044085633009672165,0.05977889895439148,0.2512820512820513,437.01971435546875,7.517632184317335e-05,0.09614171087741852
5,0.5,10,a person is doing jumping jacks.,0.03431890532374382,0.052583958953619,0.09230769230769231,412.0028381347656,7.93316139606759e-05,0.08143556863069534
5,0.5,11,a person walks forward and stops.,0.01921527460217476,0.04007773846387863,0.14871794871794872,221.79689025878906,0.00028962266515009105,0.042045459151268005
5,0.5,12,jumping forward quickly then stopping.,0.04648661985993385,0.06295134127140045,0.18461538461538463,495.2912292480469,0.0008949257899075747,0.11270031332969666
5,0.5,13,a person taking a huge diagonal step,0.05014995485544205,0.06533586978912354,0.2923076923076923,444.68310546875,0.0,0.10584359616041183
5,0.5,14,"a man lifts his hands up in front his face and turns to his right, and then his left, and puts his hands back down.",0.015124453231692314,0.037093646824359894,0.010256410256410256,142.32762145996094,0.0003766098234336823,0.03494368493556976
5,0.5,15,a person is putting both hands to his face.,0.016852831467986107,0.03204134851694107,0.02564102564102564,144.94117736816406,0.00024921417934820056,0.030111702159047127
5,0.2,0,a man walks forward with arms relatively stiff at sides.,0.03522246703505516,0.047473181039094925,0.06666666666666667,153.54425048828125,0.0,0.048714205622673035
5,0.2,1,"a person is boxing, jabbing mostly with his left hand.",0.034076616168022156,0.04384395480155945,0.015384615384615385,249.12464904785156,0.0,0.052481506019830704
5,0.2,2,a person slowly walked forward and right direction,0.16264627873897552,0.16672652959823608,0.28717948717948716,481.0003662109375,0.00013903313083574176,0.2104799896478653
5,0.2,3,a person takes a big step backwards.,0.062245696783065796,0.07295043766498566,0.2717948717948718,189.5968780517578,0.0,0.08566327393054962
5,0.2,4,"from a standing position person leans their head down to their right slowly, in front of their chest then back up kind of like a snake.",0.024418219923973083,0.03215811401605606,0.0,78.76329803466797,0.0001138435400207527,0.03176533058285713
5,0.2,5,person picks up something on their left side and moves it to their right side,0.028358468785881996,0.038855504244565964,0.0,86.44508361816406,0.00016905565280467272,0.0363822877407074
5,0.2,6,a person gets down and crawls around the floor.a,0.10923302918672562,0.11449196189641953,0.041025641025641026,353.1317443847656,0.0011534352088347077,0.14041028916835785
5,0.2,7,a man movea his right hand as if to wipe down a tabletop.,0.025104457512497902,0.03776544705033302,0.0,100.76641845703125,0.00024029574706219137,0.03818736597895622
5,0.2,8,the person is making an arm gesture putting his arms up into the air,0.026150589808821678,0.038271695375442505,0.020512820512820513,114.02010345458984,0.00010436007141834125,0.03721509128808975
5,0.2,9,a person walks a path that bends left.,0.07419659197330475,0.08285458385944366,0.19487179487179487,280.1669006347656,3.2279716833727434e-05,0.10253824293613434
5,0.2,10,a person is doing jumping jacks.,0.06003330275416374,0.07215370237827301,0.05641025641025641,307.8445129394531,8.773065928835422e-05,0.08783882111310959
5,0.2,11,a person walks forward and stops.,0.030151614919304848,0.04170891270041466,0.15897435897435896,183.51364135742188,0.0002629786904435605,0.042012542486190796
5,0.2,12,jumping forward quickly then stopping.,0.07321105152368546,0.08177872002124786,0.09743589743589744,343.39556884765625,0.0008321097120642662,0.11381801962852478
5,0.2,13,a person taking a huge diagonal step,0.08034240454435349,0.08894236385822296,0.19487179487179487,251.12391662597656,0.0,0.10786006599664688
5,0.2,14,"a man lifts his hands up in front his face and turns to his right, and then his left, and puts his hands back down.",0.02410139888525009,0.03669929876923561,0.0,89.95023345947266,0.0002685363288037479,0.034787483513355255
5,0.2,15,a person is putting both hands to his face.,0.026955461129546165,0.03211737051606178,0.0,87.35347747802734,0.00015909376088529825,0.029976259917020798
5,0.05,0,a man walks forward with arms relatively stiff at sides.,0.03837069869041443,0.04854454845190048,0.07179487179487179,112.65672302246094,0.0,0.047206077724695206
5,0.05,1,"a person is boxing, jabbing mostly with his left hand.",0.042228758335113525,0.046797771006822586,0.010256410256410256,251.35418701171875,0.0,0.052451565861701965
5,0.05,2,a person slowly walked forward and right direction,0.1996392160654068,0.20235587656497955,0.2,305.32769775390625,0.00011954559158766642,0.22094683349132538
5,0.05,3,a person takes a big step backwards.,0.07590653002262115,0.08387131989002228,0.24102564102564103,147.6699981689453,0.0,0.08853651583194733
5,0.05,4,"from a standing position person leans their head down to their right slowly, in front of their chest then back up kind of like a snake.",0.029379382729530334,0.03290523961186409,0.0,58.917442321777344,9.771256009116769e-05,0.032296136021614075
5,0.05,5,person picks up something on their left side and moves it to their right side,0.032847460359334946,0.03963940963149071,0.005128205128205128,60.40210723876953,0.00015820612316019833,0.03598790988326073
5,0.05,6,a person gets down and crawls around the floor.a,0.1361912339925766,0.13984476029872894,0.020512820512820513,261.1883544921875,0.0010709571652114391,0.15034639835357666
5,0.05,7,a man movea his right hand as if to wipe down a tabletop.,0.029426414519548416,0.03813738748431206,0.0,83.22943115234375,0.0001934969623107463,0.037674833089113235
5,0.05,8,the person is making an arm gesture putting his arms up into the air,0.03273698315024376,0.03947097435593605,0.020512820512820513,100.12460327148438,7.570147135993466e-05,0.03831719234585762
5,0.05,9,a person walks a path that bends left.,0.08627336472272873,0.09288305044174194,0.13846153846153847,191.90878295898438,3.380499401828274e-05,0.10212163627147675
5,0.05,10,a person is doing jumping jacks.,0.06938622891902924,0.07842758297920227,0.05128205128205128,258.1759948730469,0.00010234427463728935,0.08702076226472855
5,0.05,11,a person walks forward and stops.,0.03578661382198334,0.04373835772275925,0.13846153846153847,159.5246124267578,0.0002015953214140609,0.04277333617210388
5,0.05,12,jumping forward quickly then stopping.,0.09327675402164459,0.10006394982337952,0.09743589743589744,281.29351806640625,0.0007814184064045548,0.11949023604393005
5,0.05,13,a person taking a huge diagonal step,0.09080834686756134,0.09804882854223251,0.14358974358974358,173.58656311035156,0.0,0.10495651513338089
5,0.05,14,"a man lifts his hands up in front his face and turns to his right, and then his left, and puts his hands back down.",0.02916322462260723,0.03707975149154663,0.0,68.44121551513672,0.00021081174782011658,0.034891705960035324
5,0.05,15,a person is putting both hands to his face.,0.032031845301389694,0.03270290046930313,0.0,66.47772979736328,0.00012763342238031328,0.0301311407238245
5,0.0,0,a man walks forward with arms relatively stiff at sides.,0.04352051019668579,0.051529232412576675,0.07179487179487179,116.45136260986328,0.0,0.04958775267004967
5,0.0,1,"a person is boxing, jabbing mostly with his left hand.",0.04386228322982788,0.048144567757844925,0.010256410256410256,234.52938842773438,0.0,0.05358099564909935
5,0.0,2,a person slowly walked forward and right direction,0.20786041021347046,0.21026074886322021,0.18461538461538463,251.79225158691406,0.00010043175279861316,0.2188175618648529
5,0.0,3,a person takes a big step backwards.,0.07726431638002396,0.08443190157413483,0.2,142.78167724609375,0.0,0.08656121790409088
5,0.0,4,"from a standing position person leans their head down to their right slowly, in front of their chest then back up kind of like a snake.",0.03065119870007038,0.03316070884466171,0.0,56.76039123535156,8.907022856874391e-05,0.03224257379770279
5,0.0,5,person picks up something on their left side and moves it to their right side,0.03426854684948921,0.03994711488485336,0.0,56.548133850097656,0.0001676228566793725,0.03628518432378769
5,0.0,6,a person gets down and crawls around the floor.a,0.13150639832019806,0.1350242644548416,0.020512820512820513,246.11282348632812,0.0010059005580842495,0.13926094770431519
5,0.0,7,a man movea his right hand as if to wipe down a tabletop.,0.0315190851688385,0.03890110179781914,0.0,79.35479736328125,0.00019942811923101544,0.03831164911389351
5,0.0,8,the person is making an arm gesture putting his arms up into the air,0.03342406079173088,0.03870039060711861,0.015384615384615385,93.81078338623047,7.016534800641239e-05,0.03714815527200699
5,0.0,9,a person walks a path that bends left.,0.09096620231866837,0.09608525037765503,0.15897435897435896,179.93482971191406,2.5572862796252593e-05,0.10191993415355682
5,0.0,10,a person is doing jumping jacks.,0.0661090537905693,0.07584631443023682,0.06153846153846154,274.1545715332031,0.00011765974340960383,0.0797361433506012
5,0.0,11,a person walks forward and stops.,0.03829444199800491,0.044674988836050034,0.14871794871794872,180.3157196044922,0.00022843755141366273,0.04295368120074272
5,0.0,12,jumping forward quickly then stopping.,0.09313955903053284,0.0992283821105957,0.11794871794871795,279.6482849121094,0.0009262976818718016,0.11533454805612564
5,0.0,13,a person taking a huge diagonal step,0.09328179061412811,0.09959623962640762,0.15384615384615385,166.33505249023438,0.0,0.10384997725486755
5,0.0,14,"a man lifts his hands up in front his face and turns to his right, and then his left, and puts his hands back down.",0.03065428137779236,0.03731849789619446,0.0,65.22665405273438,0.00019883649656549096,0.034907057881355286
5,0.0,15,a person is putting both hands to his face.,0.033374253660440445,0.03316201642155647,0.0,62.98602294921875,0.0001487439003540203,0.03012949787080288
10,1.0,0,a man walks forward with arms relatively stiff at sides.,8.080709434921118e-10,0.08073084056377411,0.3282051282051282,462.95526123046875,0.00031895091524347663,0.07959330826997757
10,1.0,1,"a person is boxing, jabbing mostly with his left hand.",1.0326227650736541e-09,0.07895896583795547,0.36923076923076925,651.324951171875,0.00107216602191329,0.07793120294809341
10,1.0,2,a person slowly walked forward and right direction,5.926598101169134e-10,0.08806499093770981,0.48205128205128206,1362.296630859375,0.00012677421909756958,0.18089385330677032
10,1.0,3,a person takes a big step backwards.,4.733627934072615e-10,0.07669723778963089,0.37435897435897436,630.101806640625,7.281002035597339e-05,0.09747573733329773
10,1.0,4,"from a standing position person leans their head down to their right slowly, in front of their chest then back up kind of like a snake.",1.1664144095036022e-09,0.09224365651607513,0.36923076923076925,466.2142639160156,8.001138485269621e-05,0.08743474632501602
10,1.0,5,person picks up something on their left side and moves it to their right side,1.0845156994676586e-09,0.0791688933968544,0.3487179487179487,353.9931335449219,0.00021548356744460762,0.06887579709291458
10,1.0,6,a person gets down and crawls around the floor.a,2.9293687475728802e-09,0.07528331130743027,0.20512820512820512,1088.4842529296875,0.002226304030045867,0.1395876407623291
10,1.0,7,a man movea his right hand as if to wipe down a tabletop.,1.081041700601304e-09,0.07561883330345154,0.40512820512820513,346.89190673828125,0.0003078593872487545,0.0654023140668869
10,1.0,8,the person is making an arm gesture putting his arms up into the air,1.2409013816494507e-09,0.09254834800958633,0.5025641025641026,489.9396057128906,0.0006484041223302484,0.08332536369562149
10,1.0,9,a person walks a path that bends left.,1.9049779809154899e-10,0.09121134132146835,0.38461538461538464,735.3079833984375,0.0002508750185370445,0.11353345960378647
10,1.0,10,a person is doing jumping jacks.,1.2127029380692989e-09,0.08194250613451004,0.1641025641025641,747.0718994140625,0.00011585439642658457,0.10025996714830399
10,1.0,11,a person walks forward and stops.,3.7702688193697043e-10,0.08601383864879608,0.41025641025641024,534.7194213867188,0.0017235343111678958,0.08370975404977798
10,1.0,12,jumping forward quickly then stopping.,6.735851321160169e-10,0.0737273320555687,0.3435897435897436,924.3292236328125,0.00023921788670122623,0.12912243604660034
10,1.0,13,a person taking a huge diagonal step,6.019741372043086e-10,0.08227212727069855,0.2205128205128205,880.9017944335938,0.00023365492234006524,0.1295594573020935
10,1.0,14,"a man lifts his hands up in front his face and turns to his right, and then his left, and puts his hands back down.",8.117286287578906e-10,0.08671464771032333,0.39487179487179486,435.2699279785156,0.0010352869285270572,0.0754227414727211
10,1.0,15,a person is putting both hands to his face.,1.0544893846997638e-09,0.07632550597190857,0.3384615384615385,375.0751647949219,0.0017867879942059517,0.05880684405565262
10,0.5,0,a man walks forward with arms relatively stiff at sides.,0.031082414090633392,0.07794249802827835,0.3282051282051282,296.5548095703125,0.0001881775533547625,0.08306074887514114
10,0.5,1,"a person is boxing, jabbing mostly with his left hand.",0.03241640701889992,0.06932259351015091,0.3333333333333333,405.78656005859375,0.0006259178626351058,0.06999744474887848
10,0.5,2,a person slowly walked forward and right direction,0.08296005427837372,0.12322127819061279,0.49230769230769234,811.6784057617188,0.0001276878174394369,0.18355968594551086
